database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	QC-1	QC-2	QC-3	QC-4	QC-5	QC-6	QC-7	QC-8	QC-9	QC-10	QC-11	QC-12	QC-13	NM-1	NM-2	NM-3	NM-4	NM-5	NM-6	NM-7	NM-8	NM-9	NM-10	NM-11	NM-12	NM-13	NM-14	NM-15	NM-16	NM-17	NM-18	NM-19	NM-20	NM-21	NM-22	NM-23	NM-24	PD-1	PD-2	PD-3	PD-4	PD-5	PD-6	PD-7	PD-8	PD-9	PD-10	PD-11	PD-12	PD-13	PD-14	PD-15	PD-16	PD-17	PD-18	PD-19	PD-20	PN-2	PN-3	PN-5	PN-6	PN-7	PN-8	PN-9	PN-10	PN-11	PN-12	PN-13	PN-14	PN-15	PN-16	PN-17	PN-18	PN-19	PN-20	RD-1	RD-2	RD-4	RD-5	RD-6	RD-8	RD-10	RD-11	RD-12	RD-13	RD-14	RD-15	RD-17	RD-18	RD-19	RN-1	RN-3	RN-4	RN-5	RN-6	RN-7	RN-8	RN-10	RN-12	RN-13	RN-14	RN-15	RN-16	RN-17	RN-18	RN-19	RN-20	RN-21
CHEBI:45892	C2HF3O2	OC(=O)C(F)(F)F	"InChI=1S/C2HF3O2/c3-2(4,5)1(6)7/h(H,6,7)"	Trifluoroacetic acid	121.1				5.781			HMDB0014118					72.5				0.018865841	0.020758108	0.023573065	0.024819472	0.023645126	0.023737168	0.025366016	0.021064267	0.023515212	0.024118894	0.024516771	0.022882664	0.024485782	0.017639115	0.026474872	0.026338232	0.024382144	0.016059487	0.024384405	0.02365894	0.025978927	0.02601841	0.019026437	0.00847592	0.027987332	0.030801298	0.026096106	0.013110656	0.016477016	0.026168152	0.015269731	0.01669111	0.017276361	0.024780273	0.023022092	0.024690253	0.024892862	0.025492011	0.027462398	0.022816932	0.023717826	0.024242621	0.024333258	0.022224876	0.025687548	0.024584107	0.026132588	0.023890139	0.026924065	0.024043186	0.0262478	0.025908888	0.024843686	0.025230148	0.023556225	0.022459072	0.023867976	0.021464701	0.026257645	0.025928624	0.026499117	0.027078302	0.025330333	0.026012464	0.023429487	0.024386776	0.025701575	0.026440713	0.026978312	0.026659824	0.026963706	0.026214635	0.027533711	0.02636779	0.027411915	0.026640507	0.025762654	0.025501284	0.025455145	0.023959326	0.023606822	0.022843175	0.027790953	0.024171011	0.025381284	0.024796336	0.027636151	0.028544129	0.02817275	0.027838099	0.026080871	0.026606157	0.027986238	0.025618014	0.027862815	0.0256183	0.027046996	0.023129342	0.021677985	0.023241379	0.021634397	0.027150939	0.025346224	0.022444802	0.026087955	0.025066251	0.025460969	0.026922313
CHEBI:37127	C5H8O2	CC(C)=CC(O)=O	"InChI=1S/C5H8O2/c1-4(2)3-5(6)7/h3H,1-2H3,(H,6,7)"	Senecioic acid	157.1				5.933			HMDB0000509					95				5.65261E-05	0.000149003	0.000123743	0.000146857	3.45922E-06	4.46009E-06	0.000196651	0.000116696	0.000333317	0.000380676	0.000609171	2.57617E-05	5.8677E-06	7.33797E-07	0.000125234	3.35541E-05	0.00024608	3.28305E-06	0.000254921	0.000240564	5.34399E-06	7.15592E-05	2.24421E-06	0.000217243	0.000294707	0.000504555	0.000285266	0.00039307	0.000187298	9.81208E-06	2.20319E-05	0.000207011	0.000282814	0.000344758	3.12648E-05	0.000185502	0.000344717	0.000151661	0.000229237	8.13275E-05	0.000310598	0.000270576	3.61444E-05	0.000481271	5.11699E-06	0.000243314	0.000660374	8.48562E-06	0.000938036	0.000125547	4.26999E-06	0.000151139	0.000145076	0.000335839	0.000389931	0.000277866	7.35526E-05	5.59821E-05	0.000385132	7.16589E-05	0.00092174	0.000495432	0.000356897	0.000444012	9.52131E-06	1.52601E-05	8.91346E-06	0.000386451	0.000213221	4.21281E-05	0.000367716	0.00033215	4.4101E-05	7.74707E-05	0.000411811	5.97659E-05	0.000103874	5.48181E-05	0.000706047	0.000626067	5.00146E-05	0.000299539	3.57027E-05	0.000485038	2.54449E-05	0.000621786	0.000911346	0.00026524	0.00026867	0.000104413	0.000316972	2.07345E-05	0.000506799	0.000234376	0.000400795	0.000271681	9.5408E-05	6.86405E-06	0.000146153	0.000389391	5.85766E-05	0.000549235	0.00023183	0.000218351	0.000322763	6.19343E-05	0.000128813	0.00010352
CHEBI:62064	C4H10O2	CC(O)C(C)O	"InChI=1S/C4H10O2/c1-3(5)4(2)6/h3-6H,1-2H3"	"Butane-2,3-diol"	117.1				6.206			HMDB0003156					95.2				0.012286244	0.012651725	0.0138093	0.014719559	0.014916149	0.014188199	0.015448836	0.013241145	0.015147331	0.015697492	0.015415617	0.015160079	0.015097567	0.001488612	0.061702983	0.001244256	0.001054043	0.001405523	0.001718531	0.002027086	0.012110937	0.001733881	0.00439008	0.001451807	0.005393512	0.005031613	0.002818491	0.001746746	0.001634145	0.015877874	0.003272491	0.001782092	0.008576628	0.002759282	0.003420845	0.002742407	0.010241744	0.00607274	0.001785008	0.001657521	0.003879355	0.020883917	0.000602315	0.005587403	0.006035194	0.00143882	0.00640861	0.001255464	0.006706448	0.001845379	0.002297104	0.008490139	0.008105652	0.001435055	0.00294587	0.003304179	0.01179561	0.025728531	0.002317337	0.004412817	0.000767343	0.001498667	0.002548688	0.001110179	0.033215743	0.002586724	0.002304073	0.000713431	0.008223694	0.003090089	0.008194774	0.001456261	0.000488303	0.004634403	0.001402806	0.002382069	0.001672357	0.003659058	0.00348094	0.001687049	0.011709765	0.011771399	0.001952474	0.00143057	0.005034443	0.00120937	0.00153016	0.004308645	0.005953695	0.00325959	0.005454504	0.000587675	0.000774694	0.075263436	0.00128505	0.074075457	0.002659546	0.022480453	0.000949572	0.001380472	0.003218329	0.001292732	0.003439368	0.001369571	0.001525752	0.003976274	0.009427161	0.002397537
CHEBI:16440	C6H11NO4	CN[C@@H](CCC(O)=O)C(O)=O	"InChI=1S/C6H11NO4/c1-7-4(6(10)11)2-3-5(8)9/h4,7H,2-3H2,1H3,(H,8,9)(H,10,11)/t4-/m0/s1"	N-methylglutamic acid	98.1				6.286			HMDB0062660					82.9				4.00431E-06	5.77762E-06	6.99036E-06	1.35094E-05	3.01023E-05	2.10604E-05	2.66239E-06	4.83521E-06	1.57327E-05	2.58982E-05	2.25856E-05	2.54416E-05	1.25921E-05	5.9554E-06	3.07655E-05	1.27328E-05	2.76923E-05	1.68525E-05	5.85904E-05	2.90645E-05	5.33802E-05	2.52513E-05	1.99555E-05	3.18518E-05	4.12896E-05	3.4867E-05	3.50195E-05	1.99666E-05	1.54296E-05	5.74962E-05	2.32121E-05	6.04257E-05	2.51249E-05	4.45135E-05	1.62832E-05	3.06286E-05	2.9021E-05	3.20858E-05	2.26366E-05	2.99655E-05	2.02141E-05	3.52401E-05	3.27984E-05	4.19002E-05	1.04895E-05	8.0851E-06	3.16609E-05	1.15509E-05	9.2119E-06	1.20793E-05	4.65284E-05	3.84237E-05	2.90452E-05	2.58555E-05	3.73533E-05	0.009433371	4.27932E-05	5.60544E-05	0.000103928	2.16249E-05	2.67072E-05	1.06892E-05	2.69634E-05	7.93341E-05	2.17251E-05	3.10706E-05	2.89251E-05	4.24681E-05	4.40579E-05	4.89238E-05	2.35144E-05	5.06156E-05	3.58544E-05	5.02645E-05	2.59546E-05	3.67766E-05	4.74305E-05	2.60421E-05	3.25196E-05	2.27017E-05	4.64299E-05	1.97379E-05	6.78519E-06	3.99097E-05	0.155089854	6.66691E-06	2.62104E-05	2.59305E-05	2.45556E-05	3.28788E-05	0.000130911	4.14404E-05	6.65601E-06	6.42116E-05	5.50137E-05	3.64961E-05	3.05099E-05	2.19363E-05	0.000282515	3.48005E-05	2.90869E-05	3.63823E-05	3.5021E-05	3.96213E-05	2.73204E-05	1.35357E-05	2.18766E-05	5.30988E-05
CHEBI:87440	C5H5NO	Oc1cccnc1	"InChI=1S/C5H5NO/c7-5-2-1-3-6-4-5/h1-4,7H"	3-pyridinol	152.1				6.355								85.6				0.081238006	0.083960834	0.092226599	0.099227124	0.0930038	0.098134041	0.094750399	0.082829621	0.098953886	0.100522013	0.104692899	0.102759923	0.101677658	0.062482172	0.093641233	0.094467637	0.086916712	0.064836841	0.081833853	0.086436478	0.073942635	0.123651748	0.090078842	0.064787988	0.109492517	0.089394024	0.092876661	0.086366457	0.107871786	0.092488338	0.070986544	0.085606717	0.081273972	0.109475631	0.082878827	0.09971977	0.09309674	0.08337786	0.109127314	0.082793158	0.10753062	0.078016262	0.087009779	0.100102448	0.083787541	0.104187282	0.115900022	0.094219726	0.12181761	0.097113408	0.081650916	0.079317891	0.078229055	0.083340753	0.079014103	0.077840143	0.094446208	0.060921962	0.091901696	0.081415076	0.120998277	0.102875804	0.092921192	0.100813822	0.082230654	0.077199198	0.078436771	0.091607832	0.083920642	0.090645885	0.081539428	0.087768543	0.107244225	0.081803311	0.118996776	0.121554755	0.084703718	0.080240352	0.104397442	0.119050988	0.081669059	0.087265209	0.084466551	0.091400824	0.078390339	0.095286682	0.098953123	0.09337967	0.08499411	0.074198573	0.083382	0.07511521	0.092504115	0.075364714	0.088781067	0.075036727	0.093881163	0.069690444	0.066019172	0.082834952	0.068539293	0.09892252	0.08213186	0.084417874	0.096910961	0.084730007	0.073817159	0.096137796
CHEBI:74903	C6H12O2	CC(C)CCC(O)=O	"InChI=1S/C6H12O2/c1-5(2)3-4-6(7)8/h5H,3-4H2,1-2H3,(H,7,8)"	4-methylvaleric acid	173.1				6.393			HMDB0000689					98				0.006250549	0.006667728	0.007373132	0.00810548	0.007969373	0.008149938	0.008341446	0.00696169	0.00811896	0.008415403	0.008254338	0.008578351	0.008506814	0.002423662	0.015198244	0.024933066	0.001094165	0.023073271	0.003139152	0.031770605	0.002784648	0.007102364	0.011569751	0.002272309	0.014926409	0.000291148	0.01741216	0.027406248	0.005662739	0.000349633	0.00082937	0.02742992	0.000742911	0.003122101	0.000959143	0.033861304	0.000638263	0.002285793	0.005657906	0.000368372	0.004319538	0.000686768	0.00030773	0.005615627	0.002349305	0.00547061	0.013345343	0.002790675	0.013860131	0.002765796	0.000176857	0.003286571	0.003049858	0.00299696	0.000849231	0.002547933	0.000322029	0.018579061	0.016468302	0.001490206	0.003372697	0.003433514	0.005584633	0.001229514	0.002084009	0.003024826	0.003141441	0.005624806	0.11934731	0.018092717	0.121089313	0.000444038	0.002027666	0.012244177	0.008160065	0.003953299	0.017797204	0.000299987	0.004085278	0.007324035	0.000225387	0.000279922	0.001455339	0.012201027	0.000251476	0.012401413	0.000366553	0.001481741	0.009798377	0.000211571	0.003026594	0.000840223	0.004293185	0.000544644	0.01685153	0.00061087	0.003280601	0.00028619	0.003390512	0.004616989	0.000555238	0.005654642	0.000753102	0.001033939	0.001328133	0.00068687	0.003160315	0.000554023
CHEBI:32816	C6H8O6	CC(=O)C(O)=O	"InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)"	Pyruvic acid	174.1				6.518			HMDB0000243					95.9				0.003545194	0.003837722	0.004436222	0.004722864	0.004990278	0.005000244	0.003450053	0.00277238	0.003335417	0.003287454	0.00332835	0.003353333	0.003469398	0.000675532	0.001230859	0.001770983	0.001543629	0.00266888	0.000869755	0.003584984	0.000672061	0.005919181	0.001680579	0.000521828	0.001679506	0.002884868	0.002088354	0.003008843	0.004161927	0.002110865	0.002220693	0.002110796	0.00089924	0.004267949	0.002753778	0.002368703	0.000976822	0.001748766	0.001175012	0.003906025	0.007020647	0.00549289	0.002749648	0.006471599	0.001740384	0.001102945	0.006227129	0.002555677	0.006485357	0.01651442	0.015638587	0.005860424	0.005569767	0.001147285	0.001435759	0.00081175	0.002796701	0.001816562	0.001436568	0.001401585	0.007692849	0.005980024	0.001909122	0.006811695	0.00489279	0.008758497	0.008721697	0.001947113	0.002153574	0.002182451	0.002193574	0.002072252	0.011856639	0.0008963	0.001400661	0.005623823	0.001481408	0.002301257	0.007481605	0.00314269	0.001446847	0.001630975	0.020420288	0.001994029	0.011578715	0.001967153	0.004755838	0.002361105	0.002095258	0.001092749	0.001496889	0.003309189	0.002051769	0.001885609	0.002650677	0.001872579	0.003777768	0.050722195	0.000763096	0.000821649	0.002320028	0.001059436	0.002799421	0.002829672	0.00317756	0.00161245	0.000967816	0.004607427
CHEBI:16109	C3H8O2	OCCCO	"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2"	"Propane-1,3-diol"	130.1				6.62								97.8				0.049584528	0.052332641	0.057819627	0.060719237	0.060843515	0.062453084	0.05972307	0.055105717	0.062998676	0.063156805	0.064096322	0.063955912	0.06406032	0.024253111	0.035349233	0.035139076	0.02656704	0.025671321	0.028035218	0.029153073	0.04192792	0.026621279	0.026624321	0.022102092	0.028030579	0.027985385	0.028273221	0.027409068	0.023879903	0.038528288	0.024996173	0.02609368	0.035313615	0.027280807	0.027331582	0.029972181	0.039565791	0.048924441	0.046677595	0.043919395	0.039531392	0.048842852	0.042010473	0.039089308	0.049090075	0.042836969	0.047352055	0.043375605	0.048980085	0.042181045	0.195427163	0.044989051	0.042443832	0.041400577	0.052739859	0.039267309	0.054195226	0.040157579	0.040351892	0.040428576	0.039889144	0.041822939	0.040497393	0.040400599	0.040879633	0.043004767	0.041409927	0.041399848	0.040377754	0.042928811	0.041572713	0.041775865	0.043872103	0.043002543	0.04183936	0.04272955	0.04752045	0.042653216	0.042782454	0.046708727	0.042411497	0.04345693	0.045362454	0.043369895	0.033425849	0.044749653	0.03148252	0.040704524	0.033237374	0.033795139	0.031875276	0.031733758	0.033231745	0.04961155	0.027545934	0.049328743	0.030515808	0.027400403	0.027474102	0.024769934	0.024716407	0.026989769	0.027927203	0.024003001	0.026831976	0.028174982	0.033132181	0.030887043
CHEBI:183300	C5H11NO2	OC(=O)N(CC)CC	"InChI=1S/C5H11NO2/c1-3-6(4-2)5(7)8/h3-4H2,1-2H3,(H,7,8)"	Diethylcarbamic acid	174.1035				6.62								97.8				0.046288104	0.049688104	0.056563686	0.061636179	0.063714359	0.065535391	0.064655214	0.055519888	0.06572965	0.068322024	0.069135006	0.070144221	0.06978674	0.029436	0.039749084	0.040694295	0.037583344	0.029664331	0.036517764	0.037414429	0.042835193	0.040688331	0.035873835	0.026543696	0.041689875	0.043025247	0.040262075	0.033532933	0.033748292	0.040518224	0.034402523	0.032695536	0.033690806	0.038522376	0.040641386	0.03929303	0.040226216	0.073862651	0.068038963	0.056352484	0.055860037	0.058281226	0.058656983	0.054497306	0.070737289	0.059257075	0.066109882	0.05976449	0.070511691	0.059088788	0.060874654	0.064503978	0.059783957	0.058533791	0.055548823	0.055284298	0.059430897	0.051139766	0.055809885	0.060261682	0.060946813	0.062485868	0.060700303	0.061037844	0.059480518	0.061068089	0.058227592	0.060853697	0.061248555	0.064899602	0.063658754	0.063941811	0.066133348	0.062313985	0.0634852	0.063032791	0.062442522	0.062383106	0.061484955	0.060411027	0.058997175	0.065385416	0.065570308	0.061878566	0.044570308	0.065493848	0.046701689	0.051233837	0.049433909	0.048867978	0.04704717	0.0482029	0.049336008	0.050154348	0.042280722	0.050680047	0.041296738	0.040249992	0.033216106	0.034373726	0.032939119	0.041123933	0.040264889	0.034013957	0.039465606	0.039907871	0.042070923	0.040865131
CHEBI:422	C3H6O3	C[C@H](O)C(O)=O	"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/t2-/m0/s1"	L-lactic acid	147.1032				6.648			HMDB0000190					99.6				0.514011312	0.523189315	0.560503915	0.563726362	0.576591182	0.572125513	0.552899857	0.509374892	0.535075361	0.547516552	0.542562955	0.544836274	0.54224932	0.039714627	0.059959099	0.039253973	0.030161455	0.060525492	0.035240489	0.06580657	0.132818129	0.031461255	0.041110165	0.061043158	0.045984427	0.057522722	0.069644186	0.081975684	0.044111858	0.107370328	0.055922582	0.058214666	0.052830971	0.082508193	0.046813674	0.05572342	0.049676326	0.041320087	0.047582039	0.039881726	0.025072006	0.353411099	0.026161954	0.044490924	0.040027054	0.044131175	0.040873846	0.05942461	0.043225329	0.224941169	0.311921382	0.055045064	0.051901625	0.022841193	0.04318613	0.018395543	0.062435659	0.068435635	0.03029352	0.017498478	0.021067727	0.093866038	0.014386105	0.029971508	0.021124616	0.139325496	0.134985853	0.022478282	0.029949433	0.032435351	0.033305802	0.024458846	0.164569992	0.016375492	0.026011145	0.037696805	0.030280584	0.038965352	0.057208828	0.026809172	0.037409211	0.043128973	0.067457729	0.046865207	0.773790308	0.050956637	0.034066642	0.203941472	0.077503748	0.052626535	0.051298336	0.047447915	0.044807277	0.439013248	0.040066694	0.423789303	0.079918115	0.488092953	0.026335775	0.026397181	0.071660193	0.029482352	0.080034555	0.031041952	0.033362636	0.142717013	0.042197188	0.154590355
CHEBI:50129	C4H8O3	CC(C)(O)C(O)=O	"InChI=1S/C4H8O3/c1-4(2,7)3(5)6/h7H,1-2H3,(H,5,6)"	Alpha-hydroxyisobutyric acid	131.1083				6.703			HMDB0000729					97				0.003580973	0.00325231	0.003752694	0.004170331	0.003799314	0.003970195	0.003516799	0.003000252	0.003341228	0.003675984	0.003412854	0.003542671	0.003560027	0.002580169	0.001359709	0.002090308	0.001213001	0.000832988	0.002832792	0.001575319	0.000348565	0.002075371	0.005092541	0.002393795	0.005354043	0.000851611	0.004106893	0.001028347	0.002032147	0.000380445	0.001803885	0.001233014	0.00199982	0.001830102	0.001634449	0.001942506	0.001880567	0.002907905	0.004285779	0.011110592	0.002850252	0.00044443	0.001763405	0.004574869	0.003184018	0.004440795	0.002612812	0.00169899	0.002445618	0.003045149	0.014838031	0.001918895	0.001820698	0.004851086	0.00722656	0.004687618	0.000755075	0.002090465	0.004533936	0.013707488	0.0097574	0.002178535	0.003549703	0.005215563	0.003507457	0.004013631	0.003372804	0.002543725	0.002473754	0.003638945	0.002767907	0.001683084	0.000464763	0.002307801	0.002664004	0.003545731	0.002381969	0.00299751	0.003978552	0.003140745	0.02159575	0.02330956	0.00213399	0.003118579	0.000845903	0.006930238	0.008542303	0.001447467	0.002943502	0.004048999	0.003457705	0.007135031	0.00264503	0.003638231	0.00213783	0.004128232	0.007236304	0.025586479	0.00166138	0.003102132	0.004081342	0.003749026	0.005126972	0.002671614	0.003230161	0.001716456	0.00166759	0.001179177
CHEBI:28616	CH3NO2	NC(O)=O	"InChI=1S/CH3NO2/c2-1(3)4/h2H2,(H,3,4)"	Carbamic acid	190.0971				6.744			HMDB0003551					95.6				0.003320832	0.002673669	0.002570602	0.002618381	0.002419391	0.002712553	0.002375676	0.001744339	0.0021479	0.001826971	0.002015071	0.001792102	0.002315416	0.004215184	0.003087163	0.003305371	0.002990245	0.003946606	0.002717092	0.002340654	0.002470118	0.003094501	0.004534719	0.003825633	0.002084134	0.002993236	0.002342573	0.004610951	0.005457985	0.002290842	0.005010242	0.007008696	0.004583078	0.002482708	0.002150273	0.0030656	0.002021706	0.003170501	0.004894743	0.003321003	0.005142004	0.003742875	0.003874499	0.004282638	0.004548553	0.006491822	0.00367614	0.002509502	0.003014323	0.003660993	0.00369746	0.002691491	0.002891977	0.003474907	0.002914537	0.003254587	0.003273552	0.002386281	0.002533323	0.0027071	0.002821754	0.003006582	0.003307464	0.003272022	0.002694454	0.003346605	0.003082914	0.003493181	0.002749663	0.002873639	0.002648549	0.002082787	0.004199365	0.002594269	0.003002288	0.005553226	0.002570086	0.002413134	0.002382144	0.002768094	0.002413225	0.001819118	0.003183706	0.002406266	0.001951975	0.00192375	0.001927555	0.003763489	0.004119219	0.003770795	0.003351208	0.002271425	0.003680993	0.002221554	0.00276156	0.002154768	0.002798297	0.002406534	0.001542091	0.002471443	0.001610408	0.003316069	0.002102565	0.002363315	0.002762844	0.002306093	0.002758673	0.002454203
CHEBI:15773	C6H13N	NC1CCCCC1	"InChI=1S/C6H13N/c7-6-4-2-1-3-5-6/h6H,1-5,7H2"	Cyclohexylamine	128.1				6.801			HMDB0031404					98.3				0.064886742	0.069944741	0.077694603	0.079870369	0.077443506	0.077068208	0.071966939	0.063409749	0.071367159	0.070913279	0.071481001	0.071100286	0.071047196	0.000910956	0.203321594	0.002283264	0.136643375	0.171828345	0.002198866	0.254018728	0.004866241	0.004825801	0.130711875	0.001001176	0.166668901	0.647499803	0.009233949	0.201042505	0.002908073	0.002197999	0.000660283	0.000541221	0.004894489	0.023223385	0.0020686	0.002112209	0.007343143	0.002669673	0.002188258	0.011100717	0.001870899	0.006262766	0.03377961	0.001333986	0.001039429	0.001085452	0.002008952	0.001254837	0.003186994	0.002118532	0.005611056	0.001353892	0.00052794	0.000499946	0.148852479	0.002169557	0.333136746	0.000942304	0.001069501	0.003403046	0.001244954	0.004371012	0.007064409	0.105236268	0.001065372	0.001156961	0.000894145	0.022768964	0.000756163	0.049733778	0.000843248	0.988120589	0.002649121	0.329556406	1.05367315	0.001754456	0.001442867	0.055702496	0.002132384	0.003650061	0.017319193	0.015935595	0.017466108	0.000795914	0.000738267	0.000960939	0.004770017	0.007924729	0.024463615	0.000832614	0.002496241	8.66008E-05	0.000725756	0.000793175	0.23928881	0.000686135	0.001371597	0.026680045	0.002169623	0.23133698	0.000680011	0.259759059	0.000816448	0.001027998	0.000976976	0.001039283	0.001049618	0.002604278
CHEBI:28579	C6H11NO	O=C1CCCCCN1	"InChI=1S/C6H11NO/c8-6-4-2-1-3-5-7-6/h1-5H2,(H,7,8)"	Epsilon-caprolactam	170.1012				6.813			HMDB0062769					90				0.002362691	0.003260435	0.003660062	0.0038831	0.004220521	0.004382042	0.004570693	0.004587329	0.004971153	0.0054591	0.005185281	0.005489192	0.005487782	0.001164987	0.005687066	0.001785507	0.00469486	0.003620805	0.001848732	0.006237925	0.001638577	0.001948485	0.003378376	0.001327431	0.005094755	0.013242226	0.001953986	0.004544477	0.001446369	0.002055941	0.001354851	0.001839632	0.001573841	0.002288374	0.001856141	0.002483195	0.001909989	0.001911159	0.002365914	0.001864948	0.001581379	0.001503165	0.001948587	0.001932174	0.001817016	0.001588911	0.001983844	0.001926839	0.002490935	0.001758234	0.002470728	0.00240899	0.001951321	0.002115348	0.004801316	0.001641819	0.008154919	0.001458077	0.003989358	0.002937764	0.002417473	0.004197322	0.003158874	0.00436859	0.003391924	0.00294125	0.002291118	0.003133118	0.002193282	0.002784214	0.003227269	0.021594807	0.003415796	0.008851715	0.023545501	0.005181532	0.002432239	0.003124039	0.004332853	0.002745804	0.0046989	0.005334058	0.006193889	0.005560321	0.001494681	0.005898058	0.001971043	0.001556568	0.002182212	0.001474916	0.00132493	0.001596304	0.001861602	0.001501415	0.006435938	0.001442959	0.001802701	0.001796879	0.001530413	0.005523295	0.001497106	0.006963199	0.001688421	0.001459301	0.001594798	0.001477423	0.001458597	0.001886099
CHEBI:28179	C7H7NO	NC(=O)c1ccccc1	"InChI=1S/C7H7NO/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H2,8,9)"	Benzamide	178				6.829			HMDB0004461					66.5				0.000313136	0.000300517	0.000385195	0.000399766	0.000408003	0.000405893	0.000419104	0.000119389	0.000455944	0.000157893	0.000441495	0.000409806	0.000344112	0.000170659	0.000373829	0.0005354	0.000150323	0.000438341	0.000168125	0.0005989	0.000246653	0.000140516	0.000474313	0.000262125	0.000526565	0.000127647	0.000178765	0.000475047	0.000314795	0.000254079	0.000321656	0.000345081	0.000353863	0.000165816	0.000419071	0.000436204	0.000536862	0.000156844	0.00024969	0.000443371	0.000473777	0.000325133	0.000258921	0.00064663	0.000329641	0.000244034	0.000397801	0.0002605	0.000380956	0.000243961	0.000465927	0.000447613	0.000446285	0.000606858	0.000432506	0.000593109	0.000156059	0.000312081	0.000357239	0.000311657	0.000291099	0.000557976	0.001204469	0.000415034	0.000606579	0.000466479	0.000486136	0.00038924	0.000204946	0.000537169	0.000246804	0.000417648	0.000175172	0.000336201	0.000360368	0.00118291	0.000375869	0.000190461	0.000504409	0.000550398	0.000120579	0.000153045	0.000757875	0.000183913	0.000385803	0.000344342	0.000948064	0.000148741	0.000161843	0.00019047	0.000162426	0.00012722	0.000416417	0.000334104	0.000160018	0.000168663	0.000528598	0.000156264	0.000363575	0.000351245	0.000161661	0.00045261	0.000153052	0.000341653	0.000404597	0.000380863	8.0834E-05	0.000531493
CHEBI:30776	C6H12O2	CCCCCC(O)=O	"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)"	Caproic acid	173.1				6.924			HMDB0000535					97.2				0.024466059	0.024653928	0.027697379	0.029880431	0.030792826	0.030801747	0.031325238	0.026365593	0.030837751	0.032115288	0.031829034	0.032005811	0.031872338	0.007657777	0.002808129	0.007514801	0.179426947	0.00304043	0.009676743	0.003673039	0.001478607	0.010237346	0.002329104	0.007599667	0.002612441	0.001434877	0.287840854	0.003362669	0.008673995	0.001287798	0.060073098	0.002403073	0.010106965	0.016005443	0.074137281	0.002545914	0.012647997	0.007406565	0.006153066	0.005815052	0.011780655	0.001774398	0.005391131	0.04332506	0.007725165	0.005749623	0.020574611	0.007911459	0.020699686	0.00401121	0.003383779	0.205638431	0.192562611	0.071548611	0.069645302	0.009614886	0.003259256	0.004784909	0.006037778	0.064091339	0.006544086	0.003177766	0.237012982	0.003206466	0.060729395	0.023437193	0.022846284	0.006720432	0.010181305	0.465721398	0.010647328	0.002677079	0.015309497	0.010884297	0.003876949	0.014335352	0.00302003	0.002110997	0.033075026	0.154145589	0.002569897	0.002266657	0.003289502	0.004803618	0.00100063	0.004738786	0.004768878	0.001774571	0.013075764	0.001912713	0.007188105	0.004957144	0.005544716	0.002468482	0.007188263	0.002430107	0.002878024	0.001810584	0.002399017	0.003847328	0.006891532	0.004613798	0.008274764	0.004895375	0.005589054	0.002637016	0.005422442	0.004139947
CHEBI:17497	C2H4O3	OCC(O)=O	"InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5)"	Glycolic acid	147.1				6.927			HMDB0000115					99				0.042438368	0.041390573	0.046079098	0.046773645	0.049958707	0.053654662	0.055400987	0.049337061	0.050795465	0.056805297	0.052884092	0.052291729	0.052640072	0.073202938	0.065182526	0.043350312	0.044126089	0.02060908	0.090790369	0.028799748	0.03051958	0.077160926	0.061599926	0.077513032	0.078770215	0.054159757	0.076825464	0.03053339	0.071680595	0.048936417	0.035629065	0.049396128	0.033301813	0.057075582	0.039109987	0.055343977	0.037225808	0.025030141	0.041010901	0.043121526	0.019534243	0.045945906	0.0388975	0.020920707	0.021932927	0.036467981	0.056357226	0.050908145	0.058045726	0.030633453	0.06180815	0.041260292	0.038471668	0.052345638	0.067779541	0.026230361	0.061236798	0.028855087	0.057643755	0.030658739	0.03879357	0.038748038	0.079694231	0.0446052	0.047531535	0.079900582	0.071756888	0.022027372	0.034099102	0.065060783	0.041404966	0.021240321	0.026711813	0.04648337	0.050184446	0.027820308	0.03568391	0.047628642	0.068204338	0.084149096	0.056671316	0.052214931	0.032362089	0.056686935	0.070247616	0.056575386	0.038855392	0.051751879	0.102853754	0.046794151	0.065814912	0.052143633	0.061037463	0.040476347	0.050882019	0.039755434	0.068379924	0.058410732	0.045255835	0.059388805	0.04334995	0.066591734	0.046742954	0.048982425	0.052018586	0.048964011	0.083410517	0.032592986
